1136.8092 708.6727  -3.6442 -22.0587 27 0 0
1136.8092 708.6727  47.0541  75.4167 27 0 0
1136.8092 708.6727 -74.7248 118.7848 27 0 0
1136.8092 708.6727 -107.6579 108.3930 27 0 0
1136.8092 708.6727 199.0147 -36.7249 27 0 0
1133.1650 686.6140   3.6442  22.0587 27 29 0
1133.1650 686.6140  50.6983  97.4754 27 29 0
1133.1650 686.6140 -71.0806 140.8435 27 29 0
1133.1650 686.6140 -104.0137 130.4517 27 29 0
1133.1650 686.6140 202.6589 -14.6662 27 29 0
1133.1650 686.6140 -239.1348 -54.9716 27 29 0
1183.8634 784.0894 -47.0541 -75.4167 27 29 19
1183.8634 784.0894 -50.6983 -97.4754 27 29 19
1183.8634 784.0894 -121.7789  43.3681 27 29 19
1183.8634 784.0894 -154.7120  32.9763 27 29 19
1183.8634 784.0894 151.9606 -112.1416 27 29 19
1183.8634 784.0894  60.0693 206.0492 27 29 19
1062.0844 827.4575 -32.9331 -10.3918 54 29 19
1062.0844 827.4575 121.7789 -43.3681 54 29 19
1062.0844 827.4575  74.7248 -118.7848 54 29 19
1062.0844 827.4575  71.0806 -140.8435 54 29 19
1062.0844 827.4575 -79.2034 183.9143 54 29 19
1062.0844 827.4575  17.8170 222.1343 54 29 19
1062.0844 827.4575 181.8482 162.6811 54 29 19
1029.1514 817.0657  32.9331  10.3918 54 58 19
1029.1514 817.0657 107.6579 -108.3930 54 58 19
1029.1514 817.0657 154.7120 -32.9763 54 58 19
1029.1514 817.0657 104.0137 -130.4517 54 58 19
1029.1514 817.0657 -46.2703 194.3062 54 58 19
1029.1514 817.0657 -215.0484 -39.0003 54 58 19
1029.1514 817.0657 -135.1212 -185.4233 54 58 19
1029.1514 817.0657  50.7501 232.5262 54 58 19
1029.1514 817.0657 -171.7015 168.9902 54 58 19
1335.8239 671.9478 105.8636  74.1296 54 58 38
1335.8239 671.9478 120.0206 -134.0929 54 58 38
1335.8239 671.9478 -151.9606 112.1416 54 58 38
1335.8239 671.9478  92.8140 170.7781 54 58 38
1335.8239 671.9478 -199.0147  36.7249 54 58 38
1335.8239 671.9478 -202.6589  14.6662 54 58 38
1335.8239 671.9478 108.1768 196.4485 54 58 38
1335.8239 671.9478  50.1094 -236.7737 54 58 38
894.0302 631.6424 -33.9600 -34.1778 81 58 38
894.0302 631.6424  58.8208 -135.0719 81 58 38
894.0302 631.6424 -127.0574  91.3936 81 58 38
894.0302 631.6424 -79.9273 146.4230 81 58 38
894.0302 631.6424 135.1212 185.4233 81 58 38
894.0302 631.6424 -237.0569 -11.2830 81 58 38
894.0302 631.6424 239.1348  54.9716 81 58 38
1243.9326 990.1386 -30.1421  95.5703 81 87 38
1243.9326 990.1386 148.4610  83.0473 81 87 38
1243.9326 990.1386 -164.0312  59.4532 81 87 38
1243.9326 990.1386 -60.0693 -206.0492 81 87 38
1243.9326 990.1386 203.1557 -92.2122 81 87 38
1243.9326 990.1386 200.0681 -121.7423 81 87 38
1243.9326 990.1386 184.7053 -147.4128 81 87 38
1243.9326 990.1386  89.6543 224.4282 81 87 38
1243.9326 990.1386 -181.8482 -162.6811 81 87 38
982.8810 1011.3719 -44.4742  44.6107 81 87 57
982.8810 1011.3719  97.0204  38.2200 81 87 57
982.8810 1011.3719 -125.4312 -25.3160 81 87 57
982.8810 1011.3719  93.6020 171.5354 81 87 57
982.8810 1011.3719  46.2703 -194.3062 81 87 57
982.8810 1011.3719  79.2034 -183.9143 81 87 57
982.8810 1011.3719 230.9095  74.3371 81 87 57
1079.9014 1049.5919 -97.0204 -38.2200 108 87 57
1079.9014 1049.5919  -3.4184 133.3154 108 87 57
1079.9014 1049.5919 133.8891  36.1171 108 87 57
1079.9014 1049.5919 -141.4946   6.3907 108 87 57
1079.9014 1049.5919 164.0312 -59.4532 108 87 57
1079.9014 1049.5919 -17.8170 -222.1343 108 87 57
1079.9014 1049.5919 -222.4516 -63.5360 108 87 57
1079.9014 1049.5919  67.7158 222.4004 108 87 57
1079.9014 1049.5919 -50.7501 -232.5262 108 87 57
814.1030 778.0654 -47.1302 -55.0294 108 116 57
814.1030 778.0654 -155.7948 -14.1134 108 116 57
814.1030 778.0654  79.9273 -146.4230 108 116 57
