6465.3484  69.5828 -150.4140  51.5907 27 0 0
6465.3484  69.5828 -132.4794 122.9479 27 0 0
6465.3484  69.5828 -10.0314 181.8865 27 0 0
6465.3484  69.5828 162.8292  87.6690 27 0 0
6465.3484  69.5828 198.1342  79.3074 27 0 0
6314.9344 121.1735  17.9346  71.3572 27 29 0
6314.9344 121.1735 -101.9792  54.4227 27 29 0
6314.9344 121.1735 -28.3962 126.3834 27 29 0
6314.9344 121.1735 150.4140 -51.5907 27 29 0
6314.9344 121.1735 140.3826 130.2958 27 29 0
6314.9344 121.1735 -167.4614 124.9485 27 29 0
6314.9344 121.1735 -228.7048 -52.0370 27 29 0
6332.8690 192.5306 -46.3308  55.0262 27 29 19
6332.8690 192.5306 -17.9346 -71.3572 27 29 19
6332.8690 192.5306 -119.9137 -16.9345 27 29 19
6332.8690 192.5306 122.4480  58.9387 27 29 19
6332.8690 192.5306 132.4794 -122.9479 27 29 19
6332.8690 192.5306 -185.3960  53.5913 27 29 19
6332.8690 192.5306 207.8259 119.2778 27 29 19
6455.3170 251.4693  85.3779  60.3391 54 29 19
6455.3170 251.4693 -122.4480 -58.9387 54 29 19
6455.3170 251.4693 -168.7788  -3.9125 54 29 19
6455.3170 251.4693  10.0314 -181.8865 54 29 19
6455.3170 251.4693  91.5509 164.2028 54 29 19
6455.3170 251.4693 -140.3826 -130.2958 54 29 19
6455.3170 251.4693 172.8607 -94.2175 54 29 19
6455.3170 251.4693 208.1657 -102.5791 54 29 19
6628.1776 157.2518  35.3050  -8.3616 54 58 19
6628.1776 157.2518  85.0844 -53.5950 54 58 19
6628.1776 157.2518 -87.4828 154.5566 54 58 19
6628.1776 157.2518 -162.8292 -87.6690 54 58 19
6628.1776 157.2518 -172.8607  94.2175 54 58 19
6663.4826 148.8902 -35.3050   8.3616 54 58 38
6663.4826 148.8902  49.7794 -45.2334 54 58 38
6663.4826 148.8902 -122.7878 162.9182 54 58 38
6663.4826 148.8902 -198.1342 -79.3074 54 58 38
6663.4826 148.8902 -208.1657 102.5791 54 58 38
