100 0.000000
99 0.000000
98 0.000000
97 0.000000
96 0.000000
95 0.000000
94 0.000000
93 0.000000
92 0.000000
91 0.000000
90 0.000000
89 0.000000
88 0.000000
87 0.000000
86 0.000000
85 0.000000
84 0.000000
83 0.000000
82 0.000000
81 0.000000
80 0.000000
79 0.000000
78 0.000000
77 0.000000
76 0.000000
75 0.000000
74 0.000000
73 0.000000
72 0.000000
71 0.000200
70 0.000600
69 0.002800
68 0.003800
67 0.002600
66 0.004000
65 0.006400
64 0.010600
63 0.014800
62 0.023600
61 0.040600
60 0.044400
59 0.059600
58 0.069400
57 0.084600
56 0.123400
55 0.160400
54 0.222000
53 0.297400
52 0.412600
51 0.558200
50 0.726200
49 0.982400
48 1.289200
47 1.679400
46 2.156000
45 2.703400
44 3.469400
43 4.350800
42 5.225800
41 6.183200
40 7.090600
39 8.132800
38 9.073600
37 10.059000
36 10.881000
35 11.831600
34 13.012400
33 13.888800
32 14.932400
31 15.847200
30 16.734000
29 18.023600
28 19.095600
27 20.373600
26 21.446800
25 22.351000
24 23.402000
23 24.727000
22 25.983000
21 27.155400
20 28.514000
19 29.986600
18 31.652800
17 33.283400
16 34.784400
15 36.099200
14 36.860400
13 37.117600
12 36.775000
11 36.098800
10 35.293600
9 33.962800
8 32.300400
7 30.269800
6 27.834400
5 25.447000
4 24.022600
3 18.810400
2 13.161600
1 8.322800
