100 0.000000
99 0.000000
98 0.000000
97 0.000000
96 0.000000
95 0.000000
94 0.000000
93 0.000000
92 0.000000
91 0.000000
90 0.000000
89 0.000000
88 0.000000
87 0.000000
86 0.000000
85 0.000000
84 0.000000
83 0.000000
82 0.001200
81 0.001600
80 0.000400
79 0.001200
78 0.001400
77 0.004400
76 0.006200
75 0.011000
74 0.014000
73 0.012000
72 0.013200
71 0.014800
70 0.019800
69 0.032800
68 0.042600
67 0.064000
66 0.073800
65 0.097000
64 0.105600
63 0.132400
62 0.170400
61 0.210600
60 0.269200
59 0.310200
58 0.393800
57 0.454600
56 0.588600
55 0.728200
54 0.913600
53 1.121800
52 1.425800
51 1.714800
50 2.043600
49 2.417600
48 2.807600
47 3.344200
46 3.883200
45 4.474200
44 5.124200
43 5.801000
42 6.424400
41 7.076600
40 7.595200
39 8.377000
38 9.088600
37 9.850400
36 10.564000
35 11.292200
34 11.919200
33 12.723800
32 13.440200
31 14.233600
30 14.850200
29 15.624400
28 16.213600
27 17.055200
26 18.041800
25 19.012400
24 19.778600
23 20.812400
22 21.615400
21 22.602800
20 23.645400
19 24.797000
18 25.754200
17 26.941000
16 28.039400
15 28.765200
14 29.127400
13 29.267000
12 29.304400
11 29.204800
10 28.692800
9 28.080600
8 27.263800
7 26.146800
6 24.966800
5 23.705000
4 24.043800
3 18.601400
2 13.158800
1 8.328800
