100 0.000000
99 0.000000
98 0.000000
97 0.000000
96 0.000000
95 0.000000
94 0.000000
93 0.000000
92 0.000000
91 0.000000
90 0.000000
89 0.000000
88 0.000000
87 0.000000
86 0.000000
85 0.000000
84 0.000000
83 0.000000
82 0.000000
81 0.000000
80 0.000000
79 0.000000
78 0.000000
77 0.000000
76 0.000000
75 0.000000
74 0.000000
73 0.000000
72 0.000400
71 0.001600
70 0.002200
69 0.002800
68 0.006400
67 0.005200
66 0.005600
65 0.008000
64 0.008600
63 0.007400
62 0.010600
61 0.018400
60 0.028000
59 0.029400
58 0.033800
57 0.060000
56 0.084400
55 0.115000
54 0.164200
53 0.232000
52 0.316800
51 0.422000
50 0.583800
49 0.813400
48 1.092000
47 1.477000
46 1.999000
45 2.644600
44 3.405400
43 4.213600
42 5.198200
41 6.053400
40 7.066200
39 8.260000
38 9.275800
37 10.203600
36 11.099200
35 12.092000
34 13.125400
33 14.013200
32 15.007400
31 15.966800
30 16.870400
29 17.978000
28 19.085400
27 20.062400
26 21.093800
25 22.324000
24 23.582600
23 24.815400
22 26.114400
21 27.389800
20 28.793600
19 30.275400
18 31.816000
17 33.511000
16 34.959600
15 35.931000
14 36.803000
13 37.101600
12 36.717200
11 36.046000
10 35.199000
9 33.792600
8 32.298200
7 30.287200
6 27.881600
5 25.401400
4 23.981800
3 18.801600
2 13.160400
1 8.338400
